image_link,group_id,entity_name,entity_value,Extracted
https://m.media-amazon.com/images/I/71YkM1vA2dL.jpg,308856,item_weight,482 gram,jovrever in heant oun
https://m.media-amazon.com/images/I/51f1QeE6QYL.jpg,648011,height,75.0 millimetre,abmessungen fwis2s 75 mm 101 mm fwis2s 1016 mm 1560 mm
https://m.media-amazon.com/images/I/81r0neFw-YL.jpg,297918,item_weight,100.0 gram,chocolate dark snternations label nutrition facts nahrwertangaben 100g 45g g e energy lkji energie lkj 2375 kj 1069 kj l ikcall energie ikcall 572 kcal 257 kcal energy ilabelcom fat fett 186g l 413g vegan of which saturates davon fettsauren gesattigte 126g 579g carbohydrate kohlenhydrate 324g 146g of which davon zucker 204g 92g sugars fiber ballaststoffe 55 25g g eiweib protein 148 679 g grebioo1 salt salz 050 023 g g euinoneu agriculture serving portion 45g i t e almond en organic bar with chocolate hazelnuts and peanuts ingre dientse dark chocolate 220 7210 blossom icocoa coconut mass cocoa sugar 1990 butterl almonds hazelnutsis00 130 sunflower peanuts rice syrup flour sunflower seeds rice salt may contain of oil traces sea soy agave syrup hard nutshells milk other and may contain pieces of fruit pits nuts sesame or ingredients from controlled cultivation stones all salt organic except sea are manufactured eu with ingredients from eu and the noneus in biomandelriegel schokolade haselniussen erdniussen de mit und schokolade dunkle 220 ikakaomasse 7210 kokosbluitenzucker zutaten kakaobutterl mandeln 1990 haselnusse erdniusse 150 1300 reissirup sonnenblumenkerne sonnenblumenil agavendicksaft reismehl meersalz schalenfruchten soja milch anderen und sesam enthalten kann spuren von produkt bestandteile trotz sorgfaltiger kontrollen kann dieses harte wie schalenreste fruchtkernreste oder steine enthalten alle zutaten bis auf sind biologischem meersalz kontrolliert anbau hergestellt der eu mit aus in zutaten eu und nichteus aus hbja5a2
https://m.media-amazon.com/images/I/710+QRcBzTL.jpg,558374,item_weight,23.81 ounce,e hamola fs candy ditea ay yli d cheeila hard candy mola g
https://m.media-amazon.com/images/I/51doQDVh9bL.jpg,725915,width,1.5 inch,fs 12 y
https://m.media-amazon.com/images/I/81LcD0EbquL.jpg,375816,item_weight,186.0 gram,nescafe guoste
https://m.media-amazon.com/images/I/51UF8RuRxmL.jpg,478357,width,30.0 centimetre,isc s s ia 3ocm 3ocm
https://m.media-amazon.com/images/I/51XVYns3-BL.jpg,149159,width,19.0 centimetre,ticm bcm 1scm 22cm 1ocm 19cn
https://m.media-amazon.com/images/I/61Rqd5m9MzL.jpg,993359,item_weight,10.0 gram,i rl a s r s a b 6  8 8 otoos e
https://m.media-amazon.com/images/I/618jf3VcOdL.jpg,638301,depth,1.0 metre,d0 118km fat mode ye o 143 piar kmlh km eco chg normal sport art snow halten 8t ready zc oic ivid 4951 o0 6a 48
https://m.media-amazon.com/images/I/71Vlaa08lQL.jpg,318770,wattage,66.0 watt,inserss nsmission delett dnds backspace home udio y gb gbiez dd g ns liefns g s s sinfange neighbourhood drive deleted network my recently fa w os rer
https://m.media-amazon.com/images/I/61rzPIXxy5L.jpg,459516,item_weight,10 gram,iron deaso raer osaa rls stirtla eotustor vig ltos tautated stiu st trp sod crmpetiien eoch contoins tox t sceroni 2100 ea laspcrogun rocemoausl f lnaria ooe ca cordi matumj srloro os racoiel s inutatien ulschul cal for crours c ogs hekces lotigus to sboost srchore imcmuniy enaturol cond improyt copacity working gaockooatue mill n socroticon  idncnoles laxtcing mothatsl duatyt tik wah doily 1 z to nwics teaipoonfu cteohy phykicn y ocied crl by hts tei ee teetl tr sriat t jtya oaa aan aatea sa sts jc cet ao snrd ears tkttal lpt rmuate raa faee tx uratti
https://m.media-amazon.com/images/I/71VvFufDQyL.jpg,273748,item_weight,0.46 kilogram,weight oagkg 1gcm 21cm 1gcm 1ocm 1ocm 21cm 61 compare with inch 8 magazine pro phone cell
https://m.media-amazon.com/images/I/61sOkQwkFAS.jpg,523149,item_weight,2.5 gram,about product information size s125 o2cm ring name sakura seriest 925 sterling silver plated platinum metali materialy o2cm laroundj 25g laroundy sizer weight the produa bs measured the size of manualy thtrt bo mry some cmars plasq talq tho actual product chq standard as
https://m.media-amazon.com/images/I/81OFyxQHqTL.jpg,407921,item_weight,148.0 gram,handheld portable and c oblyeb jklmnopy gh ttulll abcdef simple no battery no ink weighs required required operation 1489 ogslistec abcdet
https://m.media-amazon.com/images/I/612vRUx2qTL.jpg,521308,height,35.0 inch,114 14 length length 25 921 height 3511 3519 width
https://m.media-amazon.com/images/I/61CJESj9xyL.jpg,221399,maximum_weight_recommendation,200 kilogram,hanging accessories latiofy included sce s e n loading weight capacity 200 kgs upto  i stainless steel high strcnght 300 degree hook rotating spring 2shook chain ft 8x 4
https://m.media-amazon.com/images/I/513dFWz-+FL.jpg,244283,height,4.3 inch,aa 1800 cad doein s an 1221n abin
https://m.media-amazon.com/images/I/71fxPTzkAZL.jpg,709627,item_weight,0.46 pound,details product s 1200mah 120c 6s1p 222v voltage configuration capacity discharge rate onns dn 38mm fw hfgh oplcrtatti inchl 14 iznouaoc s gb1p zzzv zgganh 38mm 14 inchl 76mm 142 inchl jstxhrzp xt 60 soft case weight o46ibl
https://m.media-amazon.com/images/I/518EhSmGD-L.jpg,648011,height,80.0 millimetre,sommzin sommis 15in e
https://m.media-amazon.com/images/I/71j7ac3fd2L.jpg,254449,item_weight,200.0 milligram,s e softhear 99 mg citrate potassium potassium 200 mg magnesium magnesium lthreonate high absorption 400 mg leli e citrate magnesium lig camos muedt iiilne thc updated formul 60 ranor gummies strantoty lo semfings
https://m.media-amazon.com/images/I/81mJAzjpAoS.jpg,396159,item_weight,12.0 gram,rivers 1576 sance buster germ antimicrobial 12 bar mops 19n 166 x aetntcroeual rthts bacticla cp tok 7ot taaies amodon nttaunvact slmaun oupontd
https://m.media-amazon.com/images/I/61F-nZjw5pL.jpg,931247,width,4.0 foot,tablecloth size aft s length tablecloth size guide table shape size wide length rectangle one size 25ftizecm 4ftl1 22cm please osinchlinch differs because of the allows manual neasurenent
https://m.media-amazon.com/images/I/712Yh2iwW+L.jpg,881883,item_weight,2.0 ton,simple installation steps etes i shang 2hang shower sulnstallation the showet the complcie curtain curtain ring is the the shower ting pole on on curtain yis
https://m.media-amazon.com/images/I/516B3hXD16L.jpg,916768,depth,9.0 inch,cas te s s e e 8 f ta s 6 s g 229 inch s cm
https://m.media-amazon.com/images/I/61hr1gcL80L.jpg,523149,item_weight,14.0 gram,tte electroplating process afknafto high fine quality steel sribl tsatinifio aittaitihes caax 18mm teextit polished high weightl4g
https://m.media-amazon.com/images/I/618gi8GZT7L.jpg,358166,depth,14.0 metre,download the on store app paiactive ahdroic afs ow google play ar all jump free court 216 unngd cor teur 01131 tata carynstoy 1517 d
https://m.media-amazon.com/images/I/61Bit63fSOL.jpg,492950,height,26.5 centimetre,sizing specification llsinchibcm a s 5 se 8 tl a dumplings you can wrap 37 at time a
https://m.media-amazon.com/images/I/51cyULrdh3L.jpg,734280,width,33.0 centimetre,collar adjustable length led dog eie e collar neck circumference range s 284ccm 11411571 bzsocmftitn 1192367 abbocm should measure the circumference of pets neck be enough fit 2 fingers tpst it to s snug their between dog 8 collar neck s
https://m.media-amazon.com/images/I/51yem48y8+L.jpg,524117,height,19.5 centimetre,235 cm 32 cm 195 cm
