image_link,group_id,entity_name,entity_value,Extracted
https://m.media-amazon.com/images/I/71fxPTzkAZL.jpg,709627,item_weight,0.46 pound,P 目 图 1 6 2 1 C C V D O H 3 D 1 1 ( m 6 2 2 3 ( 7 ( 6 J X S W
https://m.media-amazon.com/images/I/518EhSmGD-L.jpg,648011,height,80.0 millimetre,5 8
https://m.media-amazon.com/images/I/71j7ac3fd2L.jpg,254449,item_weight,200.0 milligram,S 9 m P P 2 m M M H A 4 m ★ S M L T
https://m.media-amazon.com/images/I/81mJAzjpAoS.jpg,396159,item_weight,12.0 gram,"R S G B 1 1 A F U A M F S A A """
https://m.media-amazon.com/images/I/61F-nZjw5pL.jpg,931247,width,4.0 foot,T W L T T S W L R O 2 4 *
https://m.media-amazon.com/images/I/712Yh2iwW+L.jpg,881883,item_weight,2.0 ton,S 1 2 3 o o
https://m.media-amazon.com/images/I/516B3hXD16L.jpg,916768,depth,9.0 inch,福 5 4 9
https://m.media-amazon.com/images/I/61hr1gcL80L.jpg,523149,item_weight,14.0 gram,电 E 优 H 动 a N 1 精 H W
https://m.media-amazon.com/images/I/618gi8GZT7L.jpg,358166,depth,14.0 metre,D A P A G 9 F C 2 T 0 C 1
https://m.media-amazon.com/images/I/61Bit63fSOL.jpg,492950,height,26.5 centimetre,S 1 1 Y
https://m.media-amazon.com/images/I/51cyULrdh3L.jpg,734280,width,33.0 centimetre,A E S C 2 M 3 L 4 T b
https://m.media-amazon.com/images/I/51yem48y8+L.jpg,524117,height,19.5 centimetre,2 3 1
