image_link,group_id,entity_name,entity_value,Extracted
https://m.media-amazon.com/images/I/71Vlaa08lQL.jpg,318770,wattage,66.0 watt,"F nsmission onds 2 & 8 ""1 w Inse SDelera  Backspace Home 3 1 1 1 1 3 1 1 2 1 dd 7 1"
https://m.media-amazon.com/images/I/61rzPIXxy5L.jpg,459516,item_weight,10 gram,"#Dv> 3*b8O mane_ Wp Rensn lodh 1CQ contaim Ten Mparout fortmowls) 2.0 @ @tnota cordmonum) 0.6 sutoto (Sjoro) 05 blleten Ustul fr ofl 07"" proues Kek to boott Imuntty bt 03 improve working copocity: 'Noturel (Incteotos Surroton mit mothors) Dtt: to 2 teampoontu}nt ehrmht 001 odid by #u phyuaon M:# *g $ @Rrai er4 HRaI trartan GGA # jeral 14 4R Radt 40R1 Tm m4M3r6 Ky 1 5 & MmR4 @:1035ra 87 4m1MrV &7a & Jad& fufenrs TTtTrRI Gaodooetd ; Uoiina 44n $ 804 #rT4s"
https://m.media-amazon.com/images/I/71VvFufDQyL.jpg,273748,item_weight,0.46 kilogram,Weight: 0.46kg 16cm 21cm*1Ocm*16cm IOcm 21cm Compare with 6.1 inch cell phone pro magazine
https://m.media-amazon.com/images/I/61sOkQwkFAS.jpg,523149,item_weight,2.5 gram,ABOUT PRODUCT INFORMATION Size O.2cm NAME: Sakura SERIES: METAL: 925 sterling silver MATERIAL: Plated platinum SIZE: O.2cm (around) WEIGHT: 2.5g (around) Tseot00 produat B mesured manudlly  Thomsybasmo crars Plase bakttoxhslprodurtas(ho standard: (s925 Ring
https://m.media-amazon.com/images/I/81OFyxQHqTL.jpg,407921,item_weight,148.0 gram,"Handheld and Portable C O No battery No ink Simple Weighs required required Operation 148g 0 ) LLCLI, AB CDE FGX 1 Abcdz)"
https://m.media-amazon.com/images/I/612vRUx2qTL.jpg,521308,height,35.0 inch,"Length 1 - 114"" 2 -92"" Height 35"" Length 35"" Width :"
https://m.media-amazon.com/images/I/61CJESj9xyL.jpg,221399,maximum_weight_recommendation,200 kilogram,"Hanging Accessories PATTOFY Included 6 Weight Loading Capacity upto 200 2, High Strenght Stainless Stecl 360 Degrcc Rotating Spring Hook 4 Ft Chain & 2 SHook Kgs"
https://m.media-amazon.com/images/I/513dFWz-+FL.jpg,244283,height,4.3 inch,1800 ((+) 0.8in 1 )) 12 2in 4.3in 8
https://m.media-amazon.com/images/I/71fxPTzkAZL.jpg,709627,item_weight,0.46 pound,"PRODUCT DETAILS (4 1200mAh 6S1P 22.2V 120C Capacity Configuration Voltage Discharge Rale OvoNG FPV S48, 406 1= 420020c 0 881P 22.2v 26.B4WH 76mm (4.2 inch) JST-XHR-7P XT 60 Soft Case Weight  (0.461b) 38mm inch) (1.4 38mm (1.4 inch)"
https://m.media-amazon.com/images/I/518EhSmGD-L.jpg,648011,height,80.0 millimetre,"50mm/2in 80mm/3,15in"
https://m.media-amazon.com/images/I/71j7ac3fd2L.jpg,254449,item_weight,200.0 milligram,Softbear mg 99 Potassium Citrate POTASSTUM 200 agnestum= L-Threonate MAGNESIUM High ABSorptiom 400 mg JE4R Magnesium Citrate Ouo Aud Ity Thc Updated Fonubj GurMits W SAMNGS Sirrz alaor
https://m.media-amazon.com/images/I/81mJAzjpAoS.jpg,396159,item_weight,12.0 gram,"RfER MIMcI 1876 Germ Buster 12 Antimicrobial Bar 16"" x 19"" AMTIDRONAL noie EncrI?a [PT?unutta anodoa Y-n} &UNAC SlADUX DUPONT Mops"
https://m.media-amazon.com/images/I/61F-nZjw5pL.jpg,931247,width,4.0 foot,TABLECLOTH SIZE : 4FT 8 Length Tablecloth Size Guide Table Shape Size Wide Length Rectangle One Size 2.5ft/76cm Aft/122cm Please allows 0.Sinch-Iinch differs because of the manual measurement
https://m.media-amazon.com/images/I/712Yh2iwW+L.jpg,881883,item_weight,2.0 ton,Simple Installation Steps  1.Hang the shower curtain ring 2.Hang the showcr curtain 3.Installation Is complcic on the pole on the shower curtain ring:
https://m.media-amazon.com/images/I/516B3hXD16L.jpg,916768,depth,9.0 inch,5 2 8 2 8 5 7 Inch 22.9 cm
https://m.media-amazon.com/images/I/61hr1gcL80L.jpg,523149,item_weight,14.0 gram,ERIZ ttEYAMtTie Electroplating process High quality fine steel #Abwls High polished Weight:14g WNS 18mm
https://m.media-amazon.com/images/I/618gi8GZT7L.jpg,358166,depth,14.0 metre,Dowlad on the Store Riadive  Nororaom Google play 9*14 Froe Ccerit Ta 01:31 {k:#i' App jump 216 {orumoc Caunro 15.17
https://m.media-amazon.com/images/I/61Bit63fSOL.jpg,492950,height,26.5 centimetre,SIZING SPECIFICATION 1.18inch/3cm 1 YOU CAN WRAP 37 DUMPLINGS AT A TIME
https://m.media-amazon.com/images/I/51cyULrdh3L.jpg,734280,width,33.0 centimetre,"ADJUSTABLE LENGTH LED DOG COLLAR = Collar Neck Circumference Range S 28-40cm (11""-15.7"") m 33-50cm(13""-19.7"") L 48-60cm (19""-23.6"") Tips: Measure the circumference of per""s neck It should be snug enough to fit 2 fingers between dog's neck & their collar"
https://m.media-amazon.com/images/I/51yem48y8+L.jpg,524117,height,19.5 centimetre,32 cm 23.5 cm 19.5 cm
